image_id,age_group,age,person_id
31\nm0001631_rm1284608_1979-1-8_2007,1,28,nm0001631
09\nm2649909_rm889110016_1978-8-20_2010,2,32,nm2649909
12\nm0085312_rm2864366336_1969-8-28_2013,4,44,nm0085312
49\nm0000749_rm938185728_1970-12-12_2007,2,37,nm0000749
86\nm0000586_rm1099995904_1971-9-18_1998,1,27,nm0000586
97\nm0004997_rm1777310464_1976-4-18_1998,0,22,nm0004997
92\nm0441592_rm1147701504_1970-10-19_2009,3,39,nm0441592
70\nm0000870_rm2650135552_1948-6-28_2011,7,63,nm0000870
85\nm3229685_rm3673671168_1986-12-26_2014,1,28,nm3229685
73\nm0507073_rm2136910848_1971-2-11_2011,3,40,nm0507073
73\nm0002073_rm12621824_1951-11-9_2003,5,52,nm0002073
00\nm2003700_rm3902969344_1985-7-18_2008,0,23,nm2003700
43\nm0000243_rm2239338752_1954-12-28_2007,5,53,nm0000243
55\nm0001255_rm358075392_1949-3-16_2001,5,52,nm0001255
37\nm0719637_rm2756938496_1971-1-7_2009,3,38,nm0719637
97\nm1046097_rm1880002304_1978-11-17_2010,2,32,nm1046097
20\nm0327020_rm3455956224_1964-12-27_2009,4,45,nm0327020
01\nm0000201_rm18913792_1958-4-29_2007,4,49,nm0000201
14\nm0675114_rm1212129280_1955-8-16_2012,6,57,nm0675114
92\nm0338292_rm2380913920_1964-12-18_2010,4,46,nm0338292
72\nm0534772_rm4086550016_1981-12-6_2014,2,33,nm0534772
39\nm0000439_rm1869787136_1973-6-15_2004,1,31,nm0000439
36\nm0004736_rm154834432_1973-12-30_2008,2,35,nm0004736
58\nm0000658_rm3797718016_1949-6-22_2008,6,59,nm0000658
55\nm0001755_rm2883373312_1946-10-16_1977,1,31,nm0001755
94\nm0359894_rm1405661696_1925-10-20_1978,5,53,nm0359894
76\nm6152976_rm999540224_1987-11-7_2012,0,25,nm6152976
88\nm0441588_rm3400710656_1970-5-11_2000,1,30,nm0441588
39\nm0000139_rm201372672_1972-8-30_2012,3,40,nm0000139
02\nm0491402_rm3902191616_1959-6-11_2008,4,49,nm0491402
46\nm0004846_rm3525548800_1974-3-17_2005,1,31,nm0004846
36\nm0461136_rm318278912_1985-3-26_2006,0,21,nm0461136
24\nm0000224_rm2190379008_1976-10-4_2009,2,33,nm0000224
13\nm1055413_rm3019759104_1977-4-2_2013,2,36,nm1055413
55\nm0001255_rm3547711488_1949-3-16_2001,5,52,nm0001255
84\nm1086384_rm2961416192_1985-7-27_2013,1,28,nm1086384
61\nm0004861_rm3259734528_1973-1-16_2005,2,32,nm0004861
